1.00
1.40
0.10
  1305
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   1059       0.409812     26016.     7.05279E-01     7.26747E-07     9.48030E-01
   1058       0.409835     26013.     7.05247E-01     7.27150E-07     9.48084E-01
   1057       0.409859     26010.     7.05214E-01     7.27552E-07     9.48138E-01
   1056       0.409882     26007.     7.05181E-01     7.27955E-07     9.48193E-01
   1055       0.409905     26005.     7.05147E-01     7.28357E-07     9.48247E-01
   1054       0.409929     26002.     7.05112E-01     7.28758E-07     9.48301E-01
   1053       0.409952     25999.     7.05077E-01     7.29160E-07     9.48355E-01
   1052       0.409976     25996.     7.05041E-01     7.29561E-07     9.48409E-01
   1051       0.409999     25993.     7.05004E-01     7.29962E-07     9.48464E-01
   1050       0.410023     25990.     7.04967E-01     7.30363E-07     9.48518E-01
   1049       0.410046     25988.     7.04929E-01     7.30763E-07     9.48572E-01
   1048       0.410069     25985.     7.04890E-01     7.31163E-07     9.48626E-01
   1047       0.410093     25982.     7.04851E-01     7.31563E-07     9.48680E-01
   1046       0.410116     25979.     7.04811E-01     7.31962E-07     9.48735E-01
   1045       0.410140     25976.     7.04770E-01     7.32362E-07     9.48789E-01
   1044       0.410163     25974.     7.04729E-01     7.32761E-07     9.48843E-01
   1043       0.410187     25971.     7.04687E-01     7.33159E-07     9.48897E-01
   1042       0.410210     25968.     7.04645E-01     7.33558E-07     9.48951E-01
   1041       0.410234     25965.     7.04601E-01     7.33956E-07     9.49006E-01
   1040       0.410257     25963.     7.04557E-01     7.34354E-07     9.49060E-01
   1039       0.410280     25960.     7.04513E-01     7.34751E-07     9.49114E-01
   1038       0.410304     25957.     7.04467E-01     7.35148E-07     9.49168E-01
   1037       0.410327     25954.     7.04421E-01     7.35545E-07     9.49223E-01
   1036       0.410351     25951.     7.04375E-01     7.35942E-07     9.49277E-01
   1035       0.410374     25949.     7.04328E-01     7.36339E-07     9.49331E-01
   1034       0.410398     25946.     7.04280E-01     7.36735E-07     9.49385E-01
   1033       0.410421     25943.     7.04231E-01     7.37131E-07     9.49440E-01
   1032       0.410445     25940.     7.04182E-01     7.37526E-07     9.49494E-01
   1031       0.410468     25938.     7.04132E-01     7.37922E-07     9.49548E-01
   1030       0.410491     25935.     7.04081E-01     7.38317E-07     9.49602E-01
   1029       0.410515     25932.     7.04030E-01     7.38712E-07     9.49657E-01
   1028       0.410538     25929.     7.03978E-01     7.39106E-07     9.49711E-01
   1027       0.410562     25927.     7.03925E-01     7.39500E-07     9.49765E-01
   1026       0.410585     25924.     7.03872E-01     7.39894E-07     9.49819E-01
   1025       0.410609     25921.     7.03818E-01     7.40288E-07     9.49874E-01
   1024       0.410632     25918.     7.03764E-01     7.40681E-07     9.49928E-01
   1023       0.410656     25916.     7.03708E-01     7.41075E-07     9.49982E-01
   1022       0.410679     25913.     7.03652E-01     7.41468E-07     9.50037E-01
   1021       0.410703     25910.     7.03596E-01     7.41860E-07     9.50091E-01
   1020       0.410726     25908.     7.03539E-01     7.42253E-07     9.50145E-01
   1019       0.410750     25905.     7.03481E-01     7.42645E-07     9.50199E-01
   1018       0.410773     25902.     7.03422E-01     7.43036E-07     9.50254E-01
   1017       0.410797     25899.     7.03363E-01     7.43428E-07     9.50308E-01
   1016       0.410820     25897.     7.03303E-01     7.43819E-07     9.50362E-01
   1015       0.410843     25894.     7.03242E-01     7.44210E-07     9.50417E-01
   1014       0.410867     25891.     7.03181E-01     7.44601E-07     9.50471E-01
   1013       0.410890     25889.     7.03119E-01     7.44991E-07     9.50525E-01
   1012       0.410914     25886.     7.03057E-01     7.45382E-07     9.50580E-01
   1011       0.410937     25883.     7.02993E-01     7.45771E-07     9.50634E-01
   1010       0.410961     25881.     7.02929E-01     7.46161E-07     9.50688E-01
   1009       0.410984     25878.     7.02865E-01     7.46550E-07     9.50743E-01
   1008       0.411008     25875.     7.02800E-01     7.46940E-07     9.50797E-01
   1007       0.411031     25872.     7.02734E-01     7.47328E-07     9.50851E-01
   1006       0.411055     25870.     7.02667E-01     7.47717E-07     9.50906E-01
   1005       0.411078     25867.     7.02600E-01     7.48105E-07     9.50960E-01
   1004       0.411102     25864.     7.02532E-01     7.48493E-07     9.51014E-01
   1003       0.411125     25862.     7.02463E-01     7.48881E-07     9.51069E-01
   1002       0.411149     25859.     7.02394E-01     7.49269E-07     9.51123E-01
   1001       0.411172     25856.     7.02324E-01     7.49656E-07     9.51177E-01
   1000       0.411196     25854.     7.02254E-01     7.50043E-07     9.51232E-01
    999       0.411219     25851.     7.02182E-01     7.50430E-07     9.51286E-01
    998       0.411243     25848.     7.02110E-01     7.50816E-07     9.51340E-01
    997       0.411266     25846.     7.02038E-01     7.51202E-07     9.51395E-01
    996       0.411290     25843.     7.01964E-01     7.51588E-07     9.51449E-01
    995       0.411313     25840.     7.01891E-01     7.51974E-07     9.51503E-01
    994       0.411337     25838.     7.01816E-01     7.52359E-07     9.51558E-01
    993       0.411360     25835.     7.01741E-01     7.52744E-07     9.51612E-01
    992       0.411384     25833.     7.01665E-01     7.53129E-07     9.51667E-01
    991       0.411407     25830.     7.01588E-01     7.53514E-07     9.51721E-01
    990       0.411431     25827.     7.01511E-01     7.53898E-07     9.51775E-01
    989       0.411454     25825.     7.01433E-01     7.54282E-07     9.51830E-01
    988       0.411478     25822.     7.01354E-01     7.54666E-07     9.51884E-01
    987       0.411501     25819.     7.01275E-01     7.55049E-07     9.51939E-01
    986       0.411525     25817.     7.01195E-01     7.55432E-07     9.51993E-01
    985       0.411548     25814.     7.01114E-01     7.55815E-07     9.52047E-01
    984       0.411572     25811.     7.01033E-01     7.56198E-07     9.52102E-01
    983       0.411595     25809.     7.00951E-01     7.56581E-07     9.52156E-01
    982       0.411619     25806.     7.00868E-01     7.56963E-07     9.52211E-01
    981       0.411642     25804.     7.00785E-01     7.57345E-07     9.52265E-01
    980       0.411666     25801.     7.00701E-01     7.57726E-07     9.52319E-01
    979       0.411690     25798.     7.00616E-01     7.58108E-07     9.52374E-01
    978       0.411713     25796.     7.00531E-01     7.58489E-07     9.52428E-01
    977       0.411737     25793.     7.00445E-01     7.58870E-07     9.52483E-01
    976       0.411760     25791.     7.00358E-01     7.59251E-07     9.52537E-01
    975       0.411784     25788.     7.00271E-01     7.59631E-07     9.52592E-01
    974       0.411807     25785.     7.00182E-01     7.60011E-07     9.52646E-01
