1.00
1.40
0.10
  1251
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   1009       0.421931     26803.     5.74300E-01     6.24928E-07     9.47813E-01
   1008       0.421956     26800.     5.74276E-01     6.25276E-07     9.47868E-01
   1007       0.421980     26797.     5.74252E-01     6.25624E-07     9.47922E-01
   1006       0.422004     26794.     5.74227E-01     6.25971E-07     9.47976E-01
   1005       0.422028     26791.     5.74202E-01     6.26319E-07     9.48030E-01
   1004       0.422052     26788.     5.74175E-01     6.26666E-07     9.48084E-01
   1003       0.422076     26785.     5.74149E-01     6.27013E-07     9.48138E-01
   1002       0.422100     26783.     5.74122E-01     6.27360E-07     9.48193E-01
   1001       0.422124     26780.     5.74094E-01     6.27706E-07     9.48247E-01
   1000       0.422148     26777.     5.74066E-01     6.28053E-07     9.48301E-01
    999       0.422173     26774.     5.74037E-01     6.28399E-07     9.48355E-01
    998       0.422197     26771.     5.74008E-01     6.28744E-07     9.48409E-01
    997       0.422221     26768.     5.73978E-01     6.29090E-07     9.48464E-01
    996       0.422245     26765.     5.73947E-01     6.29435E-07     9.48518E-01
    995       0.422269     26762.     5.73917E-01     6.29780E-07     9.48572E-01
    994       0.422293     26759.     5.73885E-01     6.30125E-07     9.48626E-01
    993       0.422317     26757.     5.73853E-01     6.30469E-07     9.48680E-01
    992       0.422342     26754.     5.73821E-01     6.30814E-07     9.48735E-01
    991       0.422366     26751.     5.73787E-01     6.31158E-07     9.48789E-01
    990       0.422390     26748.     5.73754E-01     6.31502E-07     9.48843E-01
    989       0.422414     26745.     5.73720E-01     6.31845E-07     9.48897E-01
    988       0.422438     26742.     5.73685E-01     6.32189E-07     9.48952E-01
    987       0.422462     26739.     5.73650E-01     6.32532E-07     9.49006E-01
    986       0.422486     26736.     5.73614E-01     6.32875E-07     9.49060E-01
    985       0.422510     26734.     5.73578E-01     6.33217E-07     9.49114E-01
    984       0.422535     26731.     5.73541E-01     6.33560E-07     9.49168E-01
    983       0.422559     26728.     5.73503E-01     6.33902E-07     9.49223E-01
    982       0.422583     26725.     5.73465E-01     6.34244E-07     9.49277E-01
    981       0.422607     26722.     5.73427E-01     6.34585E-07     9.49331E-01
